,x,y,z
1.256,9.410722502,3.352643127,9.444638746
1.257,8.038781216,0.737633454,5.375134869
1.258,4.592589206,5.242199898,1.458934162
1.259,5.716047292,2.527144952,7.373473299
1.26,5.577297395,9.851113107,0.260557454
1.261,0.170494133,2.31105467,3.756679283
1.262,0.769918355,2.67356497,7.978314219
1.263,7.876714462,0.59893573,0.583715112
1.264,8.947831172,9.371278861,5.251162475
1.265,5.960436284,0.875068972,2.87893499
1.266,5.843235541,5.155877469,5.202458633
1.267,1.970153131,6.241041225,7.886090286
1.268,1.808489973,8.820317046,3.276034774
1.269,5.053268772,0.491863837,7.098915709
1.27,2.321807527,2.77044203,8.89819118
1.271,0.1454298,9.568259624,4.931809123
1.272,8.886165239,9.605326143,2.587000361
1.273,3.158326692,2.79526431,5.46006221
1.274,6.90678522,2.959318004,4.984730004
1.275,1.720883609,9.208382643,8.269401706
1.276,3.686897418,7.879120379,3.992944046
1.277,1.758016273,7.1636958,2.581289035
1.278,6.497925919,6.360928787,9.748137538
1.279,0.867437905,2.684599813,5.001673669
1.28,1.480012965,0.552288476,4.677382372
1.281,0.640224161,4.444675948,7.114606549
1.282,1.559957597,5.989081476,6.067441519
1.283,9.290859297,7.182999634,4.757936173
1.284,0.247455326,2.211198695,9.319321881
1.285,9.423394524,6.935346184,1.669382509
1.286,0.975074292,9.379026977,0.354829831
1.287,8.896418482,2.114665243,4.392823745
1.288,5.788826965,6.855657822,8.361268192
1.289,4.30588876,7.551666875,5.456882076
1.29,0.971960354,9.433157209,9.028024963
1.291,1.755529765,4.797370294,5.508252286
1.292,9.0824466,8.602683257,4.829995306
1.293,4.07060373,5.352106029,3.297778755
1.294,5.485299222,0.264379032,9.046121171
1.295,2.164068628,0.834930224,7.986487973
1.296,3.061225667,0.483481269,3.507619014
1.297,5.267102692,5.404700123,4.072884585
1.298,1.443836942,8.358434805,8.807309502
1.299,0.463675587,1.598971417,8.306357002
1.3,8.344348382,1.333998957,5.168161855
1.301,2.816025004,7.945282088,4.523173168
1.302,5.15715748,2.109612038,1.155463517
1.303,7.207704275,2.585339176,1.553447562
1.304,9.264441192,8.668098088,9.359735784
1.305,1.608268077,6.380041229,1.618176967
1.306,4.115493433,4.81077274,0.799746032
1.307,7.158837557,1.520965832,1.904614535
1.308,2.866605274,7.854630005,8.071336885
1.309,5.589400435,4.989216793,0.116571793
1.31,1.183398053,7.642146363,3.157566635
1.311,6.731880217,0.695268514,4.927716662
1.312,0.604752943,2.08985995,3.623509586
1.313,8.137677258,9.544588546,6.649563796
1.314,3.947119017,8.219271282,3.810282638
1.315,6.400679352,8.591183851,9.977764334
1.316,3.010898218,6.49898771,2.628462851
1.317,3.837463384,8.406656373,8.810998457
1.318,4.458643158,9.748426374,1.466960209
1.319,4.40478521,0.619218818,1.08690465
1.32,5.652616986,2.400894915,4.267899058
1.321,0.315582062,1.036141142,3.421096607
1.322,5.478853175,1.863709095,5.217143708
1.323,3.747028686,5.376174581,6.392969841
1.324,5.401310984,9.586642392,0.37977703
1.325,6.983957945,1.250812584,3.58855983
1.326,3.454597756,6.360049246,0.053276329
1.327,0.3603211,6.711101369,5.173125422
1.328,8.404339849,9.763813574,3.696462965
1.329,3.72780225,2.617939757,4.390115776
1.33,0.645203382,0.095062388,8.977949953
1.331,1.110845706,9.559241563,5.256485709
1.332,7.327085709,9.281391419,5.286919172
1.333,7.022541956,1.368921402,6.163006634
1.334,0.800461626,1.196343353,4.66720531
1.335,3.221367191,5.339364721,1.303708545
1.336,0.962720038,1.921448549,9.762704919
1.337,9.46211758,1.001894375,7.45019573
1.338,4.816777175,9.305914281,6.195726637
1.339,8.328100985,4.932332503,3.303409992
1.34,8.268212146,4.591446855,5.026713732
1.341,9.764036228,6.052761693,4.55306656
1.342,8.605292364,8.309104279,0.660864037
1.343,6.930409676,7.395101344,6.021898959
1.344,4.640965524,9.513015942,2.687550798
1.345,3.054332654,0.842400107,7.269457099
1.346,3.830990797,3.476875532,2.620156698
1.347,9.063654083,7.581382491,8.275876538
1.348,8.015376029,5.030295624,5.524981693
1.349,9.957419075,9.822498282,9.320151255
1.35,9.912171797,4.863984411,8.84482689
1.351,2.949432526,5.740349933,8.197988772
1.352,2.454720404,5.71111331,3.624998991
1.353,2.347904003,2.472544325,1.028729763
1.354,8.458369907,2.466288437,4.665178566
1.355,7.20188459,5.163912645,3.788642829
1.356,3.747152207,9.273228298,4.856601415
1.357,1.805742434,6.456991713,2.886710286
1.358,8.528354121,0.182909548,0.908059735
1.359,1.779169222,4.031382652,9.115592747
1.36,2.2518347,4.336020964,9.033149772
1.361,4.309088883,4.462782641,1.622752987
1.362,2.660612815,1.631966941,2.687497902
1.363,4.164284701,8.850039333,6.970292059
1.364,1.742875372,2.358669075,5.595665849
1.365,0.237005067,8.645426895,1.644871422
1.366,5.160341505,3.655781757,4.14002569
1.367,3.293132469,4.979736546,9.239512993
1.368,2.798749901,4.177253542,1.146009465
1.369,2.582884017,8.013568235,2.8559348
1.37,9.500264985,7.273618857,7.580131166
1.371,9.033945658,8.833796888,6.076305559
1.372,7.538644918,0.386058709,8.927491592
1.373,4.874386634,6.496168593,0.557996329
1.374,7.10574314,6.123550667,3.655962937
1.375,7.61366336,9.92686886,9.674473711
1.376,0.177014322,9.258792445,2.697386952
1.377,7.491565389,8.243064104,2.31387676
1.378,1.870764806,0.90525157,1.96270103
1.379,9.795187811,0.138803936,2.116350514
1.38,2.599103681,1.082925369,5.548610063
1.381,2.857506906,3.991417472,6.569626985
1.382,1.37087563,7.553923851,1.400357639
1.383,4.80157435,5.212095803,9.868912788
1.384,7.925506313,2.744888985,7.291260219
1.385,2.682288926,9.656381574,0.13678197
1.386,3.641258662,6.310416942,6.964768751
1.387,0.967395635,1.156946968,7.735002199
1.388,0.227415919,1.765586659,9.129183096
1.389,1.477874994,9.184201357,4.365376897
1.39,4.535083545,7.762153788,5.492723878
1.391,2.329798629,5.555190214,3.787458253
1.392,8.329282368,3.049158901,1.535721952
1.393,9.456426055,0.648584622,2.34953357
1.394,5.513647333,0.982877855,0.692478064
1.395,7.162611187,8.010699872,6.154158901
1.396,9.600498605,4.62286083,5.011382285
1.397,1.5251533,3.823966905,6.270095839
1.398,5.456977328,6.347213525,4.71042142
1.399,9.082412362,1.731297399,9.893922109
1.4,5.643373458,5.050956233,2.402860219
1.401,2.183161637,9.27418669,5.229925023
1.402,6.674955311,3.254760395,2.340970512
1.403,8.775552882,3.914753408,3.784618408
1.404,2.466831736,6.053099442,8.401428618
1.405,9.615716395,9.708160552,8.94806934
1.406,4.399725384,4.265672906,0.781629196
1.407,3.161934555,1.566699839,9.196877103
1.408,1.580012788,3.385867833,1.006327436
1.409,6.386174621,1.226464337,0.933305419
1.41,7.834492422,1.949218601,0.384917606
1.411,0.638193524,9.505355959,7.35710153
1.412,9.489944671,4.120198611,2.691728714
1.413,3.045776283,2.387307925,9.554920027
1.414,9.531100813,9.35215546,2.515544984
1.415,7.357133773,8.11641445,7.104023467
1.416,5.212965955,1.542891578,3.872907245
1.417,6.178753604,6.798991705,5.929913056
1.418,9.576016635,1.614221192,1.925524464
1.419,6.262231218,5.720713759,0.723470066
1.42,0.378585307,2.951523217,3.496754578
1.421,1.52611124,9.582977934,3.512364641
1.422,5.852518562,7.353164539,5.313208925
1.423,9.888957268,5.009226616,3.405758484
1.424,7.865565407,9.675475696,3.688600733
1.425,0.148277459,3.597405104,9.545771041
1.426,2.777158218,5.576220638,1.545669328
1.427,0.54636053,7.363152579,4.21290205
1.428,1.871137795,5.423950002,7.860264124
1.429,4.829369255,8.165503795,0.410526241
1.43,2.85290887,2.62705171,6.613487828
1.431,7.564218671,9.511634867,1.722722118
1.432,2.074073465,4.14578693,2.633142606
1.433,9.978943994,1.380770926,6.289386343
1.434,0.322654532,8.474222896,6.607998859
1.435,9.739232949,4.115997095,4.264997954
1.436,3.002724009,4.132081728,3.646468027
1.437,7.129734117,3.762629865,5.928404796
1.438,5.196141612,6.892371892,0.801379603
1.439,0.390605933,1.705738058,8.12225999
1.44,4.359456264,1.753167707,4.013279409
1.441,0.947670943,2.155238138,5.382781412
1.442,8.44490764,5.525199053,6.403314001
1.443,6.059332061,6.259363091,0.156295421
1.444,0.715975159,1.499444442,1.550604687
1.445,5.225004532,3.274102937,7.344802352
1.446,2.93285275,5.627651186,5.425847861
1.447,9.567813313,2.265058077,6.851237971
1.448,1.168675898,7.028976292,1.359665991
1.449,6.323653919,5.521905498,6.796457814
1.45,9.201422798,1.96687626,7.241184158
1.451,0.79150646,4.680190494,7.016232277
1.452,1.17833371,5.519470425,2.594761037
1.453,2.972052812,8.746660115,9.186876268
1.454,2.581435365,8.598056044,7.120574857
1.455,1.622154145,0.809299255,7.645869312
1.456,7.428161957,5.038472988,8.769213093
1.457,6.142238833,0.073143811,3.902610965
1.458,8.978103468,1.042427582,8.512901748
1.459,8.72049433,8.657641473,5.103030575
1.46,6.520384575,4.473002071,1.142885735
1.461,0.692471144,2.894662706,4.532021807
1.462,9.253426933,6.876669104,2.218966654
1.463,9.859538343,6.429359309,8.133800936
1.464,0.548030599,8.315433693,0.703926418
1.465,5.63220805,8.652735615,0.83141198
1.466,8.951889948,1.233589243,6.476856746
1.467,1.433840878,2.642697179,3.349502738
1.468,1.736222273,8.061021049,9.059305411
1.469,4.440375392,9.990984687,9.40332428
1.47,0.000178162,7.864095306,1.672253593
1.471,2.754480084,5.468658502,2.312203686
1.472,2.106076246,0.539165461,3.344415132
1.473,5.021715053,4.763300054,7.779419201
1.474,5.977013808,7.069416606,3.449005773
1.475,9.785986195,0.987169985,8.774824573
1.476,3.999568033,3.097558559,3.35177405
1.477,9.202867004,0.808354718,8.960226496
1.478,7.753240932,9.958773279,2.372777594
1.479,8.18828755,9.257859721,2.275339798
1.48,1.768206883,0.656841429,9.025137072
1.481,9.672756577,3.061479253,0.867560859
1.482,8.136343127,6.49631722,1.613583407
1.483,5.332160353,7.047049951,2.867027374
1.484,1.06770989,5.255241397,7.069736164
1.485,2.626062758,9.150158945,6.361421209
1.486,7.8110162,3.599507025,5.850420112
1.487,6.40042004,9.304647997,0.557563454
1.488,2.081931925,2.627687382,7.687402591
1.489,8.37111334,9.209512099,2.582217602
1.49,8.526075112,7.619497296,6.167010502
1.491,1.959546201,0.8645196,4.630142652
1.492,5.258723471,7.426684694,8.874557412
1.493,9.626252404,7.572765119,9.226620306
1.494,8.982729692,7.777268488,6.762985913
1.495,1.028477012,0.894402361,3.76909667
1.496,7.602012148,4.863386816,5.938912166
1.497,6.826669693,7.540208051,6.349277936
1.498,2.936215842,0.853587914,7.838989844
1.499,6.631331685,5.535183068,4.087629994
1.5,1.935315313,8.760913818,0.515091596
1.501,6.063725956,5.763639852,8.951076702
1.502,8.539830693,6.956139236,4.985358374
1.503,5.609150288,7.792632583,8.515276593
1.504,0.546421044,5.247227849,7.81575619
1.505,6.404235357,5.598002723,1.908285706
1.506,8.231687612,6.863925356,0.296519319
1.507,2.47239529,8.299022399,8.539267773
1.508,6.473710416,5.697136171,7.549299318
1.509,3.174650098,6.286030668,9.400544405
1.51,4.569497103,0.005895518,6.096777784
1.511,2.48203789,9.655260042,8.514139979
1.512,3.060503154,4.187630963,2.125159623
1.513,7.523643785,6.45524332,7.090755763
1.514,1.128060714,6.016780236,4.883742823
1.515,3.193280421,5.341047582,8.41551903
1.516,8.615216865,4.968555743,5.607973512
1.517,2.817359434,0.022278781,7.319047506
1.518,1.151280489,6.89769849,8.748018533
1.519,2.877991632,6.029556576,5.735020291
1.52,0.973730998,7.900907927,4.320731497
1.521,9.745223924,1.989496134,7.519779182
1.522,5.514994429,6.945410471,5.644583203
1.523,8.962084904,5.452945293,9.350605427
1.524,8.951766617,3.750186575,1.237266425
1.525,9.20566958,1.534334416,5.973381813
1.526,0.918087239,6.198134935,2.45671292
1.527,2.309668921,0.982473427,1.997578902
1.528,6.508066474,1.555060696,2.688577797
1.529,8.740798355,4.586793247,6.911091661
1.53,0.837198264,7.963282105,2.377074237
1.531,1.892707656,3.844167588,8.162264397
1.532,1.795972892,0.889815058,8.637887829
1.533,7.785475405,6.787616688,2.332759338
1.534,5.458174095,5.248707439,2.435567728
1.535,7.175915283,2.052327647,3.567026769
1.536,9.082052015,9.56123969,1.406600699
1.537,2.372524229,3.912559922,5.613665642
1.538,7.612304053,9.958531665,1.528953973
1.539,1.177118831,7.124067796,0.456077654
1.54,9.206014732,6.175843861,4.270813149
1.541,7.069972964,7.932883878,9.288121496
1.542,5.950253661,1.397149455,0.485279409
1.543,7.344380631,0.909882888,0.718105279
1.544,3.512113353,8.151059467,6.665508718
1.545,0.38048229,0.098854036,8.801492434
1.546,7.432242058,7.371191928,1.905488819
1.547,9.170155022,3.74709218,8.433931216
1.548,0.715306348,1.411311827,5.713836165
1.549,4.900297493,6.962743991,9.052454536
1.55,0.041184393,0.059901509,7.28127645
1.551,2.458827389,5.156312483,5.072957228
1.552,8.576982385,0.014797831,2.125472959
1.553,1.803147979,3.505979874,3.023502899
1.554,2.596898143,2.736655669,6.468997157
1.555,4.785857181,0.846288729,7.780380125
1.556,2.243867242,5.999241322,0.045864099
1.557,2.620511396,9.585018627,7.517147683
1.558,1.185899673,3.336937609,5.842061304
1.559,0.189233832,5.272230526,7.465326104
1.56,0.067051758,6.105513777,8.812407075
1.561,8.849391735,8.665992715,0.452225816
1.562,3.205039774,7.80473644,9.970476658
1.563,9.769290631,9.538391106,8.09766248
1.564,0.292909718,6.69173987,9.029643721
1.565,7.759828807,3.953614695,3.105549656
1.566,9.067420008,5.134403796,4.548190207
1.567,2.548120988,8.13191437,7.043076601
1.568,2.141290721,5.816631206,8.48545827
1.569,2.372972924,2.311453478,9.820262025
1.57,8.31288776,1.961476738,1.422290918
1.571,0.088492293,4.98198161,4.278238931
1.572,9.798298161,3.661137178,2.282560294
1.573,4.671313883,5.038678332,2.84593424
1.574,0.117397971,1.65341136,1.088868739
1.575,1.152315611,9.221397248,7.969035793
1.576,2.772696374,6.689822061,0.552471503
1.577,0.374409937,3.332116111,2.507331508
1.578,0.206941952,4.849677233,5.457902313
1.579,3.936530381,6.388653556,0.504049745
1.58,3.071554959,0.931742682,5.010719295
1.581,8.761221271,3.715445777,4.329910235
1.582,8.376112769,2.952264937,0.998544622
1.583,0.885155846,8.694627372,1.474468428
1.584,6.379002298,0.172489269,0.246718545
1.585,5.117569394,3.251733608,0.110704078
1.586,9.399128515,0.83858512,2.756127389
1.587,1.744286964,1.065912099,6.046427256
1.588,5.208980333,1.767588706,9.779859038
1.589,1.222836047,4.090072344,5.587199701
1.59,3.383067305,0.867912294,4.841015859
1.591,1.312432067,7.05730679,1.191538839
1.592,1.270434838,5.665128361,5.416544681
1.593,6.509957203,4.965620247,1.742384179
1.594,0.233550391,4.448220941,5.11725541
1.595,9.674502075,1.874938548,7.058730885
1.596,3.103389577,7.868883321,1.163840711
1.597,8.39611761,5.542049855,2.685002415
1.598,6.223119354,2.448651595,3.581913906
1.599,3.701336768,6.977151444,8.277567386
1.6,0.166599971,4.916565094,6.601777544
1.601,1.804716705,0.548865619,9.905177559
1.602,4.477017389,2.255924782,4.484671129
1.603,6.767781187,3.020033549,6.252497373
1.604,0.320668463,1.964240542,8.3056379
1.605,0.585419428,1.893540281,0.901531212
1.606,6.706197726,1.034335563,9.037675083
1.607,7.052766359,3.715399597,6.032195069
1.608,0.737934883,6.137190877,1.464895599
1.609,1.218217703,7.252892255,0.590470881
1.61,7.935613631,7.433277125,7.266822302
1.611,6.994550981,5.21347323,4.751060477
1.612,6.25041908,9.783445312,8.31690337
1.613,1.007945791,0.658952683,0.983570835
1.614,8.569600955,2.905870136,7.355977771
1.615,1.450266997,0.296632675,3.895171847
1.616,9.8267497,2.324043769,6.393936451
1.617,2.486643604,6.175272158,8.626883994
1.618,3.959155036,1.19583666,1.722812714
1.619,9.055168221,4.205292386,6.462077257
1.62,7.138782345,9.649115739,9.932035284
1.621,6.948173314,8.575254873,8.012768712
1.622,0.415635714,8.192103719,4.257922021
1.623,9.827063285,6.929805143,9.151494533
1.624,5.49600444,8.006939595,5.382778901
1.625,2.201075593,2.092229301,8.287053526
1.626,7.402852453,3.191453653,1.964445467
1.627,0.2083179,2.741140554,6.355787215
1.628,8.205797855,6.057697485,0.990100932
1.629,0.8881101,0.302252734,0.054658165
1.63,6.936733645,2.183838157,4.736073785
1.631,5.21984837,0.591237523,6.580060296
1.632,3.333761929,5.068614752,1.492117995
1.633,4.304645753,5.033362526,4.367611985
1.634,4.297151217,5.26125989,9.933841719
1.635,4.960008784,2.639823455,6.941653325
1.636,1.05079414,9.216157404,0.353230646
1.637,8.003697905,9.782873597,9.461750091
1.638,3.713414405,7.726574915,7.226710388
1.639,9.214279261,7.004345414,3.510672839
1.64,0.903192873,3.936135512,2.060945978
1.641,0.770805525,0.570283479,8.252938656
1.642,4.32025507,7.100014189,9.841251205
1.643,8.002465824,7.362734264,9.941323784
1.644,6.076477326,1.889053765,9.665904682
1.645,0.058731935,3.597658342,1.791246064
1.646,2.021457096,2.171549249,8.174435398
1.647,5.252014101,7.269830088,6.545764105
1.648,2.598630155,4.34707342,9.981511292
1.649,4.435782135,4.355956722,0.49692106
1.65,3.602432497,5.442049562,3.525986574
1.651,7.084081776,1.845638258,6.736624707
1.652,8.463447485,2.022124682,4.160196551
1.653,8.671522842,0.015984874,5.935845986
1.654,9.661550501,0.094690697,0.205423109
1.655,5.120823058,8.154500717,7.579260022
1.656,6.687649039,1.209463716,9.790279843
1.657,2.376063902,2.315818221,3.515009778
1.658,8.823125733,4.012585474,6.653270363
1.659,1.431715026,8.422243328,9.55517884
1.66,9.223140297,5.597326832,3.022269772
1.661,4.467546097,5.635344606,8.994687212
1.662,3.715209479,5.447566529,0.94118007
1.663,3.868180743,8.858430115,7.193982875
1.664,5.734733239,9.141225428,8.137974124
1.665,7.835804305,4.831790828,3.326266513
1.666,6.155699449,3.568210079,4.997801391
1.667,7.646902549,8.612747859,9.782260322
1.668,5.966976151,3.933308808,0.99514303
1.669,3.669729695,3.148521834,4.006358545
1.67,4.429959173,8.866625145,7.972242196
1.671,3.141201291,6.925960744,6.383917199
1.672,7.80309066,4.276630376,0.13010745
1.673,0.042137991,3.453643843,6.889878577
1.674,1.076810202,6.082109048,0.543226479
1.675,8.375145883,7.763371802,3.303120637
1.676,1.913697644,7.65071906,1.547400008
1.677,2.016397832,5.74138347,5.554742327
1.678,5.374927618,2.610988141,1.371113907
1.679,4.107198078,7.215614537,4.918026749
1.68,2.688766444,6.689623704,6.146816173
1.681,8.094311556,4.593071937,5.386821849
1.682,5.535260028,9.15446945,7.127684949
1.683,9.387659959,6.188995666,1.310371093
1.684,4.349008797,3.252157909,8.766036883
1.685,3.158449306,5.29401573,3.451111402
1.686,5.646505212,6.793055155,2.675149267
1.687,6.890248657,0.698143268,1.336943125
1.688,4.168230342,7.414751341,4.254124533
1.689,5.420474293,2.362767592,3.199136896
1.69,1.129293285,1.157040784,6.697413139
1.691,1.427594,2.289438763,8.133609419
1.692,3.895769739,6.682606255,1.984377214
1.693,9.066977815,7.855029545,0.267787232
1.694,4.001691031,7.546061341,9.062005314
1.695,8.172578857,7.318585989,5.964649175
1.696,5.916424664,4.592338867,6.236879643
1.697,0.353889373,8.829725549,8.770054746
1.698,9.117499572,2.462484576,2.481256729
1.699,7.740831512,1.199142261,3.215799279
1.7,9.876154294,2.437477837,2.095556322
1.701,0.246840183,3.98346589,6.244729704
1.702,6.382254884,2.544376316,3.637431162
1.703,0.29931165,9.874678692,6.076049631
1.704,0.876728029,0.375495111,2.321066437
1.705,2.526533214,8.727622143,5.113630986
1.706,7.244155977,4.417296345,4.619417684
1.707,7.391265869,1.883895394,9.991651185
1.708,4.16045546,9.130703075,8.481858099
1.709,6.328176355,4.404395147,7.910339672
1.71,5.230234921,5.542636287,5.098157882
1.711,3.074110744,2.743494192,3.24559033
1.712,8.308738538,4.799629687,2.552427219
1.713,7.399520087,8.683569896,8.998744727
1.714,2.047445552,6.825826223,1.781053164
1.715,6.439540192,3.087530896,0.361213387
1.716,6.866623075,6.37363821,0.773717232
1.717,6.584972026,2.029312601,8.775778908
1.718,7.788506526,3.41072629,9.620655985
1.719,3.253275525,5.215610905,7.990243357
1.72,7.383233064,2.574818803,0.2191614
1.721,0.417177315,2.353886184,5.520020744
1.722,0.02006919,2.552504196,5.397725091
1.723,9.621873495,5.889131957,8.396574006
1.724,3.219647484,6.984501803,4.543261321
1.725,0.170719735,9.322917182,1.18371131
1.726,3.557985765,5.674278594,6.9639823
1.727,2.705167693,3.873611648,0.230744981
1.728,5.152139549,6.094572139,5.055791204
1.729,0.677353203,2.023119746,3.450470901
1.73,9.168806596,8.120147838,3.566564693
1.731,5.116492795,7.229705846,6.414103976
1.732,8.411248334,9.274296798,5.121770988
1.733,6.696654931,8.704327734,9.3055046
1.734,4.337832838,2.115274252,6.550764183
1.735,6.34663682,4.409183713,7.93009509
1.736,9.265797399,5.492488688,3.033428159
1.737,9.933524257,0.028627786,9.901673479
1.738,8.599385285,8.143929438,2.208540455
1.739,1.53695296,6.127464673,1.576380241
1.74,5.499375734,9.601437306,5.420838309
1.741,2.60736459,1.106290199,9.925674799
1.742,1.987891155,6.794630282,5.308917416
1.743,7.344410529,9.798570265,2.431956177
1.744,1.141409366,9.927199607,6.454195848
1.745,0.091580728,2.111187837,9.169626999
1.746,8.917217278,5.826552804,3.338300068
1.747,5.818397965,3.588317393,2.513116756
1.748,1.767624487,4.130873376,1.731352768
1.749,7.024585328,0.225019646,7.347985171
1.75,9.002012626,2.899636805,2.248536284
1.751,1.623650737,1.1235091,5.065864694
1.752,5.957643103,1.977222148,8.152073903
1.753,4.677462482,6.010020518,3.176377842
1.754,1.963715086,5.007835711,3.809748801
1.755,6.480982515,5.556554048,7.608137831
1.756,6.995880015,0.712772734,0.342488105
1.757,9.862027318,9.740722844,0.2592202
1.758,2.372563703,1.022940668,9.736057386
1.759,4.913691314,5.555022073,4.143741247
1.76,0.961747912,9.79885227,0.178214151
1.761,5.264557454,3.396871738,3.547268687
1.762,2.994455695,9.220557994,1.732948245
1.763,7.578461883,3.885553662,7.757803227
1.764,0.553732356,9.362067881,8.498784896
1.765,7.839794283,2.649762775,2.854185119
1.766,8.684605788,2.597983532,3.329999339
1.767,8.830467049,9.061635967,1.149786475
1.768,6.839173332,0.210821168,5.247466724
1.769,5.461669894,3.338406594,8.068422645
1.77,7.395546759,6.42059512,4.393688882
1.771,4.564652136,6.721741933,9.648143571
1.772,5.496038913,5.12138267,9.893237271
1.773,1.476915908,7.390468119,5.490227472
1.774,8.118633214,3.595670145,8.598308725
1.775,7.224349381,6.217666693,6.341014816
1.776,5.891436975,5.720045473,7.803054748
1.777,2.990296705,4.704740999,2.542388706
1.778,0.133177097,8.567342214,9.864538174
1.779,9.50930633,5.732039201,6.089683787
1.78,0.996498448,8.446169168,6.370475583
1.781,5.694598563,8.623902733,7.479856307
1.782,8.090850565,2.510083824,0.362475689
1.783,4.422340911,8.123421311,4.5314994
1.784,2.049189765,9.245623406,1.865657348
1.785,0.380477163,6.06601964,5.955769538
1.786,6.72796464,9.162504265,8.779845247
1.787,1.948434891,1.263223375,7.75557579
1.788,3.777948717,3.368756729,6.756183447
1.789,9.141367877,4.096206306,8.893372762
1.79,9.598027261,5.914368071,5.961156497
1.791,1.858636499,6.952288661,8.326305535
1.792,7.182715727,0.663701648,4.158273783
1.793,0.876253652,5.073508017,7.345325087
1.794,5.146272871,6.360451609,4.250675951
1.795,4.345184594,8.663883528,8.726956221
1.796,2.514785639,8.72956087,1.31921372
1.797,0.453044198,8.890340789,7.928741074
1.798,9.0485333,9.507546624,0.972925697
1.799,8.639538101,8.094355541,1.403430988
1.8,3.698322231,3.957719881,6.278768442
1.801,7.967790419,2.216275676,9.687531101
1.802,9.06963186,4.870483674,5.511788485
1.803,2.11002778,2.936149092,2.916849411
1.804,0.71358583,1.672111117,3.608581253
1.805,3.295360681,9.85582047,6.581477879
1.806,1.755291326,1.829605848,1.43260112
1.807,6.993362016,0.162610215,5.915706877
1.808,2.291924164,6.577139753,8.55606047
1.809,4.796121318,7.661216344,1.387361714
1.81,4.264808942,2.855771108,6.807424828
1.811,8.200065736,2.601026194,6.7015307
1.812,0.180186824,2.991002804,4.234283371
1.813,4.851029258,8.203272049,6.987685946
1.814,9.6230416,7.76194026,7.215315299
1.815,5.44765337,9.827069648,5.189496081
1.816,0.502160632,1.061023665,1.507269763
1.817,5.866703638,9.086894628,1.293493688
1.818,0.713364772,1.70855249,8.462341819
1.819,9.772026237,3.514064324,8.289907634
1.82,0.409934817,6.198472228,0.010795408
1.821,7.520872847,5.206561019,5.021188544
1.822,2.194120605,7.560793377,9.491301601
1.823,6.81556932,8.891617342,0.178809662
1.824,6.149662421,6.604092017,3.944794507
1.825,4.140833468,0.199717523,3.716808502
1.826,1.703035666,1.324182924,0.040087519
1.827,5.974227046,5.009413595,3.721881332
1.828,4.430029407,7.534918179,2.536469144
1.829,3.449096254,1.350687053,3.303320861
1.83,5.471736083,4.726586004,7.062105306
1.831,2.281823055,8.037386744,6.500576316
1.832,6.908202142,7.101760977,2.825709777
1.833,8.967557317,6.239487813,3.690965106
1.834,1.45241532,9.993467627,0.43241279
1.835,9.02416234,6.45830037,7.802459079
1.836,5.284257583,6.358827932,7.454459083
1.837,5.80373932,6.844742477,2.050198204
1.838,8.550349626,9.957644033,0.042034541
1.839,7.210217292,6.314293277,4.723256671
1.84,6.701197851,3.168008832,5.4302643
1.841,1.150093356,5.059532753,6.359274273
1.842,0.717955417,2.900373284,6.842318
1.843,4.776387586,6.082376776,3.338421919
1.844,6.178569878,5.549891333,4.272129981
1.845,1.600371983,8.786394998,1.967889803
1.846,1.896972056,5.017893885,7.371746793
1.847,4.50387809,3.788012365,7.778026671
1.848,4.298373768,7.630392636,1.935023726
1.849,4.336786118,4.477043534,6.668403707
1.85,2.545266796,1.000235936,6.219723689
1.851,6.93254638,5.518132575,1.14758095
1.852,8.525789375,5.366809281,9.919868665
1.853,8.36289797,5.292256509,1.561245223
1.854,0.472517024,7.967658845,6.538592485
1.855,3.107933938,5.701774684,0.294770529
1.856,8.417044272,0.204390164,3.723361831
1.857,6.872685041,8.840377309,5.92861552
1.858,5.484166182,4.568671101,0.869422975
1.859,8.169630438,2.530716934,0.684747213
1.86,8.300337812,1.077860388,6.942814807
1.861,6.225437166,4.986077852,7.708530392
1.862,0.543436919,5.043456634,1.803710788
1.863,9.63256283,0.119095523,1.559252169
1.864,9.47562779,3.818298334,6.495916105
1.865,3.883684802,0.458677498,5.709811214
1.866,8.810458569,1.862782433,6.622687057
1.867,5.732414227,2.431878485,8.614926804
1.868,9.570460585,2.823554201,2.422749646
1.869,1.938316142,1.748874732,7.093532425
1.87,4.339406664,8.491388336,6.463697951
1.871,0.076302256,3.288304922,4.087078081
1.872,0.321133085,7.753879962,7.105090206
1.873,5.015862405,7.708454784,0.510002609
1.874,8.490652161,7.886872124,6.964608335
1.875,4.877272692,5.386248745,6.789182516
1.876,3.254151742,8.080783755,0.930745839
1.877,7.440875511,3.643182932,1.898452996
1.878,8.406590766,4.478481012,7.306778354
1.879,8.703961299,3.106754156,3.914071187
1.88,7.704945768,6.780871576,0.523146729
1.881,1.332745322,7.685630248,6.418691907
1.882,8.721082125,9.015184061,2.989599155
1.883,2.876901591,2.296096084,9.472299651
1.884,2.409483211,0.064335814,3.041534575
1.885,0.762252125,8.46105788,8.07982715
1.886,2.944716421,9.915833934,6.904001788
1.887,4.032780096,5.1121326,2.061658336
1.888,1.014951011,5.37996913,3.885867872
1.889,9.90932249,9.980464629,2.876912209
1.89,5.28841659,8.670801284,6.206498188
1.891,0.528604809,2.30280203,2.830523526
